INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192078494,3114,Investigate Property,INVESTIGATE PROPERTY,D4,162,,2019-09-28 16:48:00,2019,9,Saturday,16,Part Three,SHAWMUT AVE,42.34557223,-71.06644168,"(42.34557223, -71.06644168)"
I192078492,3207,Property Found,PROPERTY - FOUND,C6,200,,2019-09-28 17:16:00,2019,9,Saturday,17,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I192078491,3115,Investigate Person,INVESTIGATE PERSON,D4,145,,2019-09-28 16:22:00,2019,9,Saturday,16,Part Three,SAINT BOTOLPH ST,,,"(0.00000000, 0.00000000)"
I192078490,3115,Investigate Person,INVESTIGATE PERSON,B3,441,,2019-09-28 16:51:00,2019,9,Saturday,16,Part Three,HARVARD ST,42.29629726,-71.08115283,"(42.29629726, -71.08115283)"
I192078489,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,565,,2019-09-28 00:00:00,2019,9,Saturday,0,Part One,AMERICAN LEGION HWY,42.29385183,-71.09373071,"(42.29385183, -71.09373071)"
I192078488,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,C11,256,,2019-09-28 16:44:00,2019,9,Saturday,16,Part Three,COLUMBIA RD,42.32142759,-71.05234417,"(42.32142759, -71.05234417)"
I192078486,3115,Investigate Person,INVESTIGATE PERSON,E5,678,,2019-09-28 16:14:00,2019,9,Saturday,16,Part Three,WELD ST,42.29336424,-71.14493995,"(42.29336424, -71.14493995)"
I192078485,616,Larceny,LARCENY THEFT OF BICYCLE,D4,151,,2019-09-28 16:20:00,2019,9,Saturday,16,Part One,GRAY ST,42.34556708,-71.07147876,"(42.34556708, -71.07147876)"
I192078484,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,603,,2019-09-28 15:26:00,2019,9,Saturday,15,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I192078484,613,Larceny,LARCENY SHOPLIFTING,B2,603,,2019-09-28 15:26:00,2019,9,Saturday,15,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I192078483,3114,Investigate Property,INVESTIGATE PROPERTY,D14,768,,2019-09-28 13:46:00,2019,9,Saturday,13,Part Three,GOODENOUGH ST,42.35620474,-71.15421854,"(42.35620474, -71.15421854)"
I192078482,613,Larceny,LARCENY SHOPLIFTING,D4,162,,2019-09-28 15:21:00,2019,9,Saturday,15,Part One,HARRISON AVE,42.34496729,-71.06382224,"(42.34496729, -71.06382224)"
I192078482,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,162,,2019-09-28 15:21:00,2019,9,Saturday,15,Part Two,HARRISON AVE,42.34496729,-71.06382224,"(42.34496729, -71.06382224)"
I192078481,3201,Property Lost,PROPERTY - LOST,D4,619,,2019-09-13 15:17:00,2019,9,Friday,15,Part Three,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)"
I192078480,2647,Other,THREATS TO DO BODILY HARM,A1,114,,2019-09-28 15:54:00,2019,9,Saturday,15,Part Two,ATLANTIC AVE,42.35438252,-71.05213281,"(42.35438252, -71.05213281)"
I192078479,2610,Other,TRESPASSING,C11,402,,2019-09-28 16:29:00,2019,9,Saturday,16,Part Two,FULLER ST,42.28248068,-71.06981187,"(42.28248068, -71.06981187)"
I192078478,724,Auto Theft,AUTO THEFT,A1,111,,2019-09-27 23:00:00,2019,9,Friday,23,Part One,TREMONT ST,42.35428377,-71.06380404,"(42.35428377, -71.06380404)"
I192078475,3201,Property Lost,PROPERTY - LOST,A1, ,,2019-09-28 12:47:00,2019,9,Saturday,12,Part Three,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I192078474,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,75,,2019-09-28 15:35:00,2019,9,Saturday,15,Part Three,MERRIMAC ST,42.36406524,-71.06333709,"(42.36406524, -71.06333709)"
I192078473,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,582,,2019-09-28 12:46:00,2019,9,Saturday,12,Part Three,WALDEN ST,42.32387703,-71.10409269,"(42.32387703, -71.10409269)"
I192078472,724,Auto Theft,AUTO THEFT,D14,796,,2019-09-28 11:30:00,2019,9,Saturday,11,Part One,REEDSDALE ST,42.35174866,-71.12953705,"(42.35174866, -71.12953705)"
I192078471,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,287,,2019-09-28 15:34:00,2019,9,Saturday,15,Part Two,WASHINGTON ST,42.33066305,-71.08317741,"(42.33066305, -71.08317741)"
I182029536,900,Arson,ARSON,A15,900,,2018-04-20 12:05:00,2018,4,Friday,12,Other,WALFORD WAY,,,"(0.00000000, 0.00000000)"
I192078470,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,439,,2019-09-27 19:00:00,2019,9,Friday,19,Part One,FLOYD ST,42.28834693,-71.0860772,"(42.28834693, -71.08607720)"
I192078467,3114,Investigate Property,INVESTIGATE PROPERTY,D14,794,,2019-09-28 00:00:00,2019,9,Saturday,0,Part Three,COMMONWEALTH AVE,42.34906578,-71.13414695,"(42.34906578, -71.13414695)"
I192078464,3115,Investigate Person,INVESTIGATE PERSON,A1,105,,2019-09-28 15:17:00,2019,9,Saturday,15,Part Three,SUMMER ST,,,"(0.00000000, 0.00000000)"
I192078462,1402,Vandalism,VANDALISM,B2,302,,2019-09-28 13:46:00,2019,9,Saturday,13,Part Two,HIGHLAND ST,42.32401893,-71.09680779,"(42.32401893, -71.09680779)"
I192078461,2610,Other,TRESPASSING,B2,178,,2019-09-28 14:59:00,2019,9,Saturday,14,Part Two,POMPEII ST,42.32969471,-71.0704441,"(42.32969471, -71.07044410)"
I192078461,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,178,,2019-09-28 14:59:00,2019,9,Saturday,14,Part Two,POMPEII ST,42.32969471,-71.0704441,"(42.32969471, -71.07044410)"
I192078460,3201,Property Lost,PROPERTY - LOST,C11,450,,2019-09-27 19:30:00,2019,9,Friday,19,Part Three,WASHINGTON ST,42.29057504,-71.07165726,"(42.29057504, -71.07165726)"
I192078459,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,, ,,2019-09-28 14:48:25,2019,9,Saturday,14,Part Two,,42.33119415,-71.07700218,"(42.33119415, -71.07700218)"
I192078458,3410,Towed,TOWED MOTOR VEHICLE,D14,793,,2019-09-28 15:01:00,2019,9,Saturday,15,Part Three,COMMONWEALTH AVE,42.34888872,-71.1335453,"(42.34888872, -71.13354530)"
I192078455,801,Simple Assault,ASSAULT - SIMPLE,D4,165,,2019-09-28 13:00:00,2019,9,Saturday,13,Part Two,ALBANY ST,42.34235207,-71.06280467,"(42.34235207, -71.06280467)"
I192078454,619,Larceny,LARCENY ALL OTHERS,E5,691,,2019-09-28 14:10:00,2019,9,Saturday,14,Part One,REDLANDS RD,42.28898462,-71.15224773,"(42.28898462, -71.15224773)"
I192078452,2407,Disorderly Conduct,ANNOYING AND ACCOSTING,E13,906,,2019-09-28 13:24:00,2019,9,Saturday,13,Part Two,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I192078451,3201,Property Lost,PROPERTY - LOST,D4,137,,2019-09-28 14:29:00,2019,9,Saturday,14,Part Three,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I192078449,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,27,,2019-09-28 13:52:00,2019,9,Saturday,13,Part Three,NEW ST,42.3712953,-71.04342377,"(42.37129530, -71.04342377)"
I192078448,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,551,,2019-09-28 13:32:52,2019,9,Saturday,13,Part Three,BEECH ST,42.27651058,-71.13417555,"(42.27651058, -71.13417555)"
I192078447,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,C11,348,,2019-09-28 14:01:00,2019,9,Saturday,14,Part Three,DORCHESTER AVE,42.30514171,-71.05898128,"(42.30514171, -71.05898128)"
I192078445,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E13,647,,2019-09-27 18:00:00,2019,9,Friday,18,Part One,GREEN ST,42.31094683,-71.10812271,"(42.31094683, -71.10812271)"
I192078444,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,308,,2019-09-28 13:41:00,2019,9,Saturday,13,Part Three,MUNROE ST,42.3185759,-71.08767243,"(42.31857590, -71.08767243)"
I192078443,3501,Missing Person Reported,MISSING PERSON,B2,314,,2019-09-27 04:00:00,2019,9,Friday,4,Part Three,HOLLANDER ST,42.3156892,-71.08951391,"(42.31568920, -71.08951391)"
I192078442,3114,Investigate Property,INVESTIGATE PROPERTY,C11,403,,2019-09-28 13:14:00,2019,9,Saturday,13,Part Three,CROFTLAND AVE,42.28107109,-71.06925083,"(42.28107109, -71.06925083)"
I192078440,1402,Vandalism,VANDALISM,C11,367,,2019-09-28 02:35:00,2019,9,Saturday,2,Part Two,VICTORY RD,42.29578949,-71.05581808,"(42.29578949, -71.05581808)"
I192078439,619,Larceny,LARCENY ALL OTHERS,D4,143,,2019-09-28 12:41:00,2019,9,Saturday,12,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I192078438,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E5,720,,2019-09-28 13:43:00,2019,9,Saturday,13,Part Three,CENTRE ST,42.28067898,-71.15817457,"(42.28067898, -71.15817457)"
I192078437,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,B2,311,,2019-09-28 13:15:00,2019,9,Saturday,13,Part Three,WARREN ST,42.31865102,-71.08162344,"(42.31865102, -71.08162344)"
I192078436,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,53,,2019-09-26 23:00:00,2019,9,Thursday,23,Part Three,AUBURN ST,42.38120826,-71.06914345,"(42.38120826, -71.06914345)"
I192078435,619,Larceny,LARCENY ALL OTHERS,D4,138,,2019-09-28 13:55:00,2019,9,Saturday,13,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I192078433,3114,Investigate Property,INVESTIGATE PROPERTY,B2,183,,2019-09-28 11:35:00,2019,9,Saturday,11,Part Three,E COTTAGE ST,42.32150685,-71.07076276,"(42.32150685, -71.07076276)"
I192078432,3201,Property Lost,PROPERTY - LOST,A1,77,,2019-09-24 13:45:00,2019,9,Tuesday,13,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I192078431,3115,Investigate Person,INVESTIGATE PERSON,E5,742,,2019-09-28 13:39:00,2019,9,Saturday,13,Part Three,LASELL ST,,,"(0.00000000, 0.00000000)"
I192078430,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C6,200,,2019-09-28 05:10:00,2019,9,Saturday,5,Part Two,W BROADWAY,,,"(0.00000000, 0.00000000)"
I192078429,616,Larceny,LARCENY THEFT OF BICYCLE,D4,142,,2019-09-28 11:00:00,2019,9,Saturday,11,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I192078427,613,Larceny,LARCENY SHOPLIFTING,D4,162,,2019-09-28 11:45:00,2019,9,Saturday,11,Part One,HARRISON AVE,42.34496729,-71.06382224,"(42.34496729, -71.06382224)"
I192078426,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,377,,2019-09-27 23:52:00,2019,9,Friday,23,Part Two,BOUTWELL ST,42.29106908,-71.05234007,"(42.29106908, -71.05234007)"
I192078424,619,Larceny,LARCENY ALL OTHERS,C11,817,,2019-09-28 12:52:00,2019,9,Saturday,12,Part One,TALBOT AVE,42.28863812,-71.06631579,"(42.28863812, -71.06631579)"
I192078421,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,936,,2019-09-28 12:34:00,2019,9,Saturday,12,Part Two,FLAHERTY WAY,42.33794745,-71.05310513,"(42.33794745, -71.05310513)"
I192078420,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,376,,2019-09-23 00:00:00,2019,9,Monday,0,Part Two,WALNUT ST,42.28659718,-71.04108807,"(42.28659718, -71.04108807)"
I192078419,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C6,204,,2019-09-28 12:48:04,2019,9,Saturday,12,Part Three,A ST,42.34647478,-71.0515056,"(42.34647478, -71.05150560)"
I192078418,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,312,,2019-09-28 12:30:00,2019,9,Saturday,12,Part Two,HAROLD ST,42.31688606,-71.0900119,"(42.31688606, -71.09001190)"
I192078417,2647,Other,THREATS TO DO BODILY HARM,D4,142,,2019-09-28 12:24:00,2019,9,Saturday,12,Part Two,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I192078416,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,B2,321,,2019-09-26 16:15:00,2019,9,Thursday,16,Part Three,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
I192078415,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,332,,2019-09-28 12:24:00,2019,9,Saturday,12,Part Three,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I192078413,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,466,,2019-09-28 12:24:00,2019,9,Saturday,12,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192078411,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,278,,2019-09-28 12:33:00,2019,9,Saturday,12,Part Three,EUSTIS ST,,,"(0.00000000, 0.00000000)"
I192078409,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,D4,619,,2019-09-28 12:42:00,2019,9,Saturday,12,Part Three,GAINSBOROUGH ST,42.34239114,-71.08872018,"(42.34239114, -71.08872018)"
I192078408,3201,Property Lost,PROPERTY - LOST,A1,128,,2019-09-28 10:15:00,2019,9,Saturday,10,Part Three,ARLINGTON ST,,,"(0.00000000, 0.00000000)"
I192078407,2629,Harassment,HARASSMENT,D4,272,,2019-09-28 11:00:00,2019,9,Saturday,11,Part Two,WASHINGTON ST,42.33438722,-71.07958852,"(42.33438722, -71.07958852)"
I192078406,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,E5,676,,2019-09-28 12:19:00,2019,9,Saturday,12,Part Three,SOUTH ST,42.28802461,-71.14369706,"(42.28802461, -71.14369706)"
I192078405,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,399,,2019-09-28 11:47:15,2019,9,Saturday,11,Part Two,WASHINGTON ST,42.28746925,-71.07121584,"(42.28746925, -71.07121584)"
I192078404,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,749,,2019-09-27 07:00:00,2019,9,Friday,7,Part One,COMMONWEALTH AVE,,,"(0.00000000, 0.00000000)"
I192078402,3410,Towed,TOWED MOTOR VEHICLE,D4,624,,2019-09-28 10:50:00,2019,9,Saturday,10,Part Three,JERSEY ST,,,"(0.00000000, 0.00000000)"
I192078401,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,570,,2019-09-28 10:07:00,2019,9,Saturday,10,Part One,ROCKVALE CIR,42.30734156,-71.1054409,"(42.30734156, -71.10544090)"
I192078400,2906,Violations,VAL - OPERATING UNREG/UNINS CAR,B2, ,,2019-09-28 12:20:00,2019,9,Saturday,12,Part Two,HUMBOLDT AVE,,,"(0.00000000, 0.00000000)"
I192078399,2629,Harassment,HARASSMENT,B2,266,,2019-09-28 12:19:00,2019,9,Saturday,12,Part Two,WINTHROP ST,42.32424069,-71.07761917,"(42.32424069, -71.07761917)"
I192078398,3201,Property Lost,PROPERTY - LOST,A1,111,,2019-09-28 10:00:00,2019,9,Saturday,10,Part Three,WASHINGTON ST,42.35456406,-71.06147418,"(42.35456406, -71.06147418)"
I192078397,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,D4,271,,2019-09-28 11:29:00,2019,9,Saturday,11,Part Two,NORTHAMPTON ST,42.33598881,-71.07764721,"(42.33598881, -71.07764721)"
I192078396,617,Larceny,LARCENY THEFT FROM BUILDING,B2,257,,2019-09-27 22:00:00,2019,9,Friday,22,Part One,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)"
I192078394,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,343,,2019-09-28 11:16:00,2019,9,Saturday,11,Part Three,GENEVA AVE,42.30267265,-71.0701954,"(42.30267265, -71.07019540)"
I192078393,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A1,93,,2019-09-28 10:49:00,2019,9,Saturday,10,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I192078392,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,404,,2019-09-28 11:49:00,2019,9,Saturday,11,Part Three,CLANCY RD,42.27800445,-71.06950459,"(42.27800445, -71.06950459)"
I192078391,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,313,,2019-09-27 00:00:00,2019,9,Friday,0,Part Two,DECKARD ST,42.3158774,-71.08510889,"(42.31587740, -71.08510889)"
I192078390,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,A1,127,,2019-09-28 10:00:00,2019,9,Saturday,10,Part One,WASHINGTON ST,42.34876087,-71.06408261,"(42.34876087, -71.06408261)"
I192078389,2629,Harassment,HARASSMENT,B3,470,,2019-09-28 10:30:00,2019,9,Saturday,10,Part Two,ALABAMA ST,42.27639356,-71.10175026,"(42.27639356, -71.10175026)"
I192078388,3115,Investigate Person,INVESTIGATE PERSON,B3,450,,2019-09-28 10:44:00,2019,9,Saturday,10,Part Three,WHITFIELD ST,42.29169079,-71.07447258,"(42.29169079, -71.07447258)"
I192078387,3115,Investigate Person,INVESTIGATE PERSON,E13,916,,2019-09-28 10:46:00,2019,9,Saturday,10,Part Three,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I192078385,3301,Verbal Disputes,VERBAL DISPUTE,B3,438,,2019-09-28 10:32:00,2019,9,Saturday,10,Part Three,TALBOT AVE,42.29138891,-71.07599527,"(42.29138891, -71.07599527)"
I192078384,3114,Investigate Property,INVESTIGATE PROPERTY,D14,749,,2019-09-28 10:58:00,2019,9,Saturday,10,Part Three,BEACON ST,42.333582,-71.166091,"(42.33358200, -71.16609100)"
I192078382,3410,Towed,TOWED MOTOR VEHICLE,D4,149,,2019-09-28 08:56:00,2019,9,Saturday,8,Part Three,W CANTON ST,42.34543327,-71.07739498,"(42.34543327, -71.07739498)"
I192078381,1402,Vandalism,VANDALISM,A15,40,,2019-09-28 10:54:00,2019,9,Saturday,10,Part Two,LOWNEY WAY,,,"(0.00000000, 0.00000000)"
I192078381,619,Larceny,LARCENY ALL OTHERS,A15,40,,2019-09-28 10:54:00,2019,9,Saturday,10,Part One,LOWNEY WAY,,,"(0.00000000, 0.00000000)"
I192078380,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2, ,,2019-09-28 10:31:00,2019,9,Saturday,10,Part Three,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I192078379,619,Larceny,LARCENY ALL OTHERS,C6,186,,2019-09-28 00:00:00,2019,9,Saturday,0,Part One,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I192078378,3410,Towed,TOWED MOTOR VEHICLE,E18,534,,2019-09-28 09:28:00,2019,9,Saturday,9,Part Three,ERNEST AVE,42.24302939,-71.14340449,"(42.24302939, -71.14340449)"
I192078377,3115,Investigate Person,INVESTIGATE PERSON,B3,428,,2019-09-18 16:00:00,2019,9,Wednesday,16,Part Three,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I192078374,613,Larceny,LARCENY SHOPLIFTING,E18,522,,2019-09-28 09:59:00,2019,9,Saturday,9,Part One,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I192078373,724,Auto Theft,AUTO THEFT,D14,768,,2019-09-27 13:00:00,2019,9,Friday,13,Part One,VINELAND ST,42.35757826,-71.15084361,"(42.35757826, -71.15084361)"
I192078371,619,Larceny,LARCENY ALL OTHERS,E13,652,,2019-09-27 19:00:00,2019,9,Friday,19,Part One,ARBORWAY,42.3031399,-71.11735145,"(42.30313990, -71.11735145)"
I192078369,3410,Towed,TOWED MOTOR VEHICLE,E13,642,,2019-09-28 09:08:00,2019,9,Saturday,9,Part Three,POND ST,42.31499993,-71.1153081,"(42.31499993, -71.11530810)"
I192078368,3115,Investigate Person,INVESTIGATE PERSON,B2,603,,2019-09-28 09:23:00,2019,9,Saturday,9,Part Three,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I192078367,3114,Investigate Property,INVESTIGATE PROPERTY,E13,639,,2019-09-28 09:27:00,2019,9,Saturday,9,Part Three,GREEN ST,42.3125596,-71.11190322,"(42.31255960, -71.11190322)"
I192078366,3410,Towed,TOWED MOTOR VEHICLE,E13,608,,2019-09-28 07:11:00,2019,9,Saturday,7,Part Three,BYNNER ST,42.32407281,-71.11352472,"(42.32407281, -71.11352472)"
I192078365,3410,Towed,TOWED MOTOR VEHICLE,A1,70,,2019-09-28 07:55:00,2019,9,Saturday,7,Part Three,CHESTNUT ST,42.35763991,-71.06703205,"(42.35763991, -71.06703205)"
I192078364,3115,Investigate Person,INVESTIGATE PERSON,E18,539,,2019-09-28 07:27:00,2019,9,Saturday,7,Part Three,CHURCH ST,42.24891906,-71.13222045,"(42.24891906, -71.13222045)"
I192078363,1402,Vandalism,VANDALISM,E18,479,,2019-09-28 07:04:00,2019,9,Saturday,7,Part Two,RIDLON RD,42.27072118,-71.10535465,"(42.27072118, -71.10535465)"
I192078362,1402,Vandalism,VANDALISM,E13,577,,2019-09-28 07:58:00,2019,9,Saturday,7,Part Two,ARCADIA ST,42.31650656,-71.09988227,"(42.31650656, -71.09988227)"
I192078360,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E18,533,,2019-09-28 06:52:00,2019,9,Saturday,6,Part Two,RIVER ST,42.24637931,-71.13627572,"(42.24637931, -71.13627572)"
I192078359,3410,Towed,TOWED MOTOR VEHICLE,C6,192,,2019-09-28 06:15:00,2019,9,Saturday,6,Part Three,MOHAWK ST,42.3289371,-71.05571742,"(42.32893710, -71.05571742)"
I192078358,1402,Vandalism,VANDALISM,A7,29,,2019-09-28 06:36:00,2019,9,Saturday,6,Part Two,GOVE ST,,,"(0.00000000, 0.00000000)"
I192078357,619,Larceny,LARCENY ALL OTHERS,A1,92,,2019-09-28 06:43:00,2019,9,Saturday,6,Part One,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)"
I192078356,1402,Vandalism,VANDALISM,C11,338,,2019-09-28 06:03:00,2019,9,Saturday,6,Part Two,WINTER ST,42.30986434,-71.06259635,"(42.30986434, -71.06259635)"
I192078354,2511,Other,KIDNAPPING - ENTICING OR ATTEMPTED,B2,280,,2019-09-28 05:31:00,2019,9,Saturday,5,Part Two,PALMER ST,42.33041863,-71.0825013,"(42.33041863, -71.08250130)"
I192078354,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,B2,280,,2019-09-28 05:31:00,2019,9,Saturday,5,Part One,PALMER ST,42.33041863,-71.0825013,"(42.33041863, -71.08250130)"
I192078354,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,280,,2019-09-28 05:31:00,2019,9,Saturday,5,Part Two,PALMER ST,42.33041863,-71.0825013,"(42.33041863, -71.08250130)"
I192078353,3115,Investigate Person,INVESTIGATE PERSON,B2,294,,2019-09-28 05:50:00,2019,9,Saturday,5,Part Three,REGENT ST,42.32458564,-71.08580979,"(42.32458564, -71.08580979)"
I192078352,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D14,801,,2019-09-28 01:13:00,2019,9,Saturday,1,Part One,LINDEN ST,,,"(0.00000000, 0.00000000)"
I192078351,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,E18,485,,2019-09-28 04:39:00,2019,9,Saturday,4,Part Three,RIVER ST,42.26430493,-71.10061293,"(42.26430493, -71.10061293)"
I192078348,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,13,,2019-09-28 03:32:00,2019,9,Saturday,3,Part Three,BYRON ST,42.38119576,-71.01474957,"(42.38119576, -71.01474957)"
I192078347,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,29,,2019-09-28 04:04:00,2019,9,Saturday,4,Part One,CHELSEA ST,,,"(0.00000000, 0.00000000)"
I192078345,3301,Verbal Disputes,VERBAL DISPUTE,A1,61,,2019-09-28 03:44:00,2019,9,Saturday,3,Part Three,NASHUA ST,42.36600842,-71.06403504,"(42.36600842, -71.06403504)"
I192078342,3301,Verbal Disputes,VERBAL DISPUTE,E5,822,,2019-09-28 04:12:00,2019,9,Saturday,4,Part Three,CROWN POINT DR,42.2578406,-71.14813948,"(42.25784060, -71.14813948)"
I192078339,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,311,,2019-09-28 00:05:00,2019,9,Saturday,0,Part Three,BLUE HILL AVE,42.31709355,-71.07802977,"(42.31709355, -71.07802977)"
I192078338,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14, ,,2019-09-28 03:23:00,2019,9,Saturday,3,Part Three,BRIGHTON AVE,,,"(0.00000000, 0.00000000)"
I192078337,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,, ,,2019-09-28 02:55:00,2019,9,Saturday,2,Part Three,,42.32527562,-71.0591445,"(42.32527562, -71.05914450)"
I192078335,3115,Investigate Person,INVESTIGATE PERSON,C11,352,,2019-09-28 03:02:00,2019,9,Saturday,3,Part Three,WESTVILLE ST,42.30138747,-71.0658424,"(42.30138747, -71.06584240)"
I192078334,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,110,,2019-09-28 03:12:00,2019,9,Saturday,3,Part Three,ATLANTIC AVE,42.35400881,-71.05285324,"(42.35400881, -71.05285324)"
I192078333,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,64,,2019-09-28 01:25:00,2019,9,Saturday,1,Part Two,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
